batter,batter_id,pa,xwoba,xba,xslg,avg_ev,hardhit_rate,batter_score
Joey Bart,663698,41,0.3792006070381231,0.5069838709677419,0.8623333333333334,80.95833333333333,0.07317073170731707,0.6594182325365798
Joey Loperfido,694388,3,0.234,0.22,0.23,66.5,0.0,-1.1950125795241047
Joey Ortiz,687401,44,0.25284761904761904,0.2922031746031746,0.4697238095238095,81.86923076923077,0.06818181818181818,-0.23069423196857192
Joey Wiemer,686894,16,0.27399999999999997,0.871,1.002,85.1,0.0625,0.794351440744446
John Rave,670231,51,0.1544497,0.16,0.1712,73.82857142857142,0.0392156862745098,-1.2248523271671485
Johnathan Rodríguez,671286,24,0.6844165098039217,0.5504431372549019,1.0669960784313726,91.66666666666667,0.125,2.378615274846132
Jonah Heim,641680,47,0.18384615384615385,0.2856666666666666,0.33322222222222225,81.37,0.0851063829787234,-0.5333945756422704
Jonathan Aranda,666018,54,0.3919432020727528,0.4304320987654321,1.0869822099532247,86.88,0.05555555555555555,0.9150411866134192
Jonathan India,663697,25,0.18842857142857142,0.15047894736842105,0.48938947368421043,78.25,0.04,-0.7574456101697165
Jordan Beck,687597,89,0.2580597393610887,0.3365858079403075,0.8111794602229841,78.40588235294118,0.06741573033707865,-0.03654882830987017
Jordan Lawlar,691783,27,0.25164242857142854,0.36233333333333334,0.45333333333333337,79.825,0.037037037037037035,-0.34480510843118284
Jordan Walker,691023,70,0.3831704331983805,0.38230304487179484,0.7813981570512821,88.11052631578947,0.11428571428571428,0.8487346918907498
Jordan Westburg,676059,83,0.3488283090909091,0.3294873106060606,0.6453307088744589,86.81290322580645,0.12048192771084337,0.5693373231845195
Jorge Alfaro,595751,20,0.194625,0.3164,0.3612,85.78571428571429,0.15,-0.11469477641607542
Jorge Barrosa,678489,70,0.28519957142857144,0.3035833333333333,0.43374166666666664,85.24583333333334,0.07142857142857142,-0.02483708168816667
Jorge Mateo,622761,18,0.019,0.041,0.041,69.42,0.0,-2.142690015039306
Jorge Polanco,593871,63,0.28478583549783554,0.21829586038961038,0.5463460497835498,79.45238095238095,0.09523809523809523,-0.11445868595758449
Jose Altuve,514888,65,0.286323,0.2636363636363636,0.31372727272727274,74.54705882352941,0.03076923076923077,-0.5831042695435856
Jose Iglesias,578428,54,0.4231493710691823,0.445022641509434,0.7463698113207548,87.97647058823529,0.14814814814814814,1.1197436070604452
Jose Trevino,624431,30,0.10957142857142857,0.22349999999999998,0.25375000000000003,80.925,0.06666666666666667,-0.9721676656792444
Josh Bell,605137,59,0.560038785524197,0.3952885886678793,0.916203646658452,89.79545454545455,0.11864406779661017,1.6320073912545499
Josh Jung,673962,89,0.3577233138235638,0.33808568503568504,0.6124096798096798,82.80333333333333,0.12359550561797752,0.4764123285268772
Josh Lowe,666139,59,0.23799128977272727,0.27250413223140496,0.3689752066115703,74.8736842105263,0.01694915254237288,-0.7380908443895215
Josh Naylor,647304,48,0.397202461038961,0.38628030303030303,0.5680530303030303,90.5,0.1875,1.0515527243962015
Josh Smith,669701,31,0.22764116666666667,0.3400499999999999,1.3392,76.61428571428571,0.03225806451612903,0.07126468070686034
José Caballero,676609,30,0.37299925,0.3022,0.4316,79.27777777777777,0.03333333333333333,-0.018875366820984812
José Fermín,665877,26,0.2519281428571429,0.2202,0.25739999999999996,75.1375,0.038461538461538464,-0.7379523472418914
José Ramírez,608070,137,0.3910800566666666,0.3426698082010582,0.5004386574074073,82.12280701754386,0.0948905109489051,0.40580849501635563
Juan Soto,665742,98,0.39549345833151944,0.3303927875243665,0.6639874080362196,81.6909090909091,0.09183673469387756,0.5041210788125529
Julio Rodríguez,677594,83,0.49837629290617846,0.5343636363636364,0.8692569169960475,87.51904761904763,0.08433734939759036,1.3290470431109043
Jung Hoo Lee,808982,77,0.2967515789473684,0.37232266666666664,0.48987733333333333,79.73870967741935,0.05194805194805195,-0.10921798979020154
Junior Caminero,691406,113,0.3168383712121212,0.24067344497607657,0.36170334928229664,82.71666666666667,0.07964601769911504,-0.0684855559274219
Jurickson Profar,595777,98,0.22543113636363635,0.1552,0.1913,81.78750000000001,0.05102040816326531,-0.697611422947678
Justin Turner,457759,30,0.21592814285714287,0.30833333333333335,0.34800000000000003,74.14444444444445,0.03333333333333333,-0.7681888988954371
Justyn-Henry Malloy,669234,23,0.2182222222222222,0.2378,0.3782,86.19999999999999,0.13043478260869565,-0.13818299401428613
Ke'Bryan Hayes,663647,63,0.22908461437908498,0.1983703703703704,0.29912037037037037,82.41764705882352,0.031746031746031744,-0.6139416907488002
Kerry Carpenter,681481,57,0.21742857142857144,0.4491428571428572,0.5377142857142857,81.53684210526316,0.03508771929824561,-0.28493500443172476
Ketel Marte,606466,79,0.47262544523809524,0.4468976190476191,0.9390628306878307,84.23333333333333,0.13924050632911392,1.2914140357892134
Kevin Alcántara,682634,7,0.673,0.728,0.8035000000000001,87.06666666666666,0.14285714285714285,2.2264585217821105
Kody Clemens,665019,90,0.26061050718390805,0.32260000000000005,0.5416574712643679,87.23076923076923,0.08888888888888889,0.09627160415436477
Kyle Farmer,571657,14,0.19966666666666666,0.318,0.3735,83.7,0.0,-0.6232584711246307
Kyle Higashioka,543309,49,0.1522,0.41600000000000004,0.46524999999999994,83.01111111111112,0.04081632653061224,-0.5295650344169196
Kyle Karros,691720,97,0.27695180952380954,0.29,0.33645454545454545,85.38636363636364,0.05154639175257732,-0.19288925145448685
Kyle Manzardo,700932,80,0.2592214285714286,0.34719702380952383,0.6893336309523809,78.63103448275862,0.075,-0.079129991030217
Kyle Schwarber,656941,107,0.2817029858064516,0.2874828934506354,0.9672404692082112,85.55416666666667,0.08411214953271028,0.37650222485701834
Kyle Teel,691019,91,0.2363765,0.26158333333333333,0.33949999999999997,80.47419354838709,0.054945054945054944,-0.48928355789101285
Kyle Tucker,663656,54,0.2191039166666667,0.19080555555555556,0.31576851851851856,82.405,0.07407407407407407,-0.5096113438367854
Lars Nootbaar,663457,80,0.2975359852941177,0.20958546875,0.47235203125,84.05000000000001,0.05,-0.1384561704914719
Lawrence Butler,671732,63,0.21492689583333333,0.22244444444444444,0.31783333333333336,85.69411764705882,0.06349206349206349,-0.4323927497612377
Lenyn Sosa,672820,65,0.32291862018743667,0.3476683130699088,0.6092963169642857,86.2103448275862,0.16923076923076924,0.6062440834399224
Leo Rivas,660844,52,0.20508283333333333,0.15733333333333333,0.26166666666666666,87.78333333333335,0.057692307692307696,-0.5193546183669532
Liam Hicks,689414,37,0.32975354545454544,0.30910000000000004,0.3705,76.0625,0.08108108108108109,-0.14940472816076125
Logan O'Hoppe,681351,70,0.2541663333333333,0.24969230769230769,0.3047692307692308,84.68846153846154,0.1,-0.19608597557166207
Luis Arraez,650333,58,0.47528731929824564,0.42417004048582996,0.6048367071524966,86.04782608695652,0.1206896551724138,1.0387575493588246
Luis García Jr.,671277,57,0.3891233029456932,0.3069745711759505,0.7823763306808135,88.93636363636364,0.17543859649122806,1.023163941391269
Luis Rengifo,650859,73,0.25023529411764706,0.2848,0.36000000000000004,79.89642857142857,0.0684931506849315,-0.3808004423515984
Luis Torrens,620443,25,0.151,0.16199999999999998,0.194625,85.33333333333333,0.08,-0.7516784082547088
Luisangel Acuña,682668,15,0.26812425,0.16949999999999998,0.1955,85.075,0.13333333333333333,-0.17718843075597665
Luke Keaschall,807712,10,0.4537485,0.203,0.203,59.5,0.0,-0.6722197799865526
Luke Maile,571912,10,0.0,0.3088236077868225,0.5274441007943793,86.45,0.1,-0.8170855742825126
Luke Raley,670042,50,0.3192333465045593,0.36233581560283684,0.8555404255319149,90.74166666666667,0.1,0.694401607421707
Maikel Garcia,672580,106,0.31575892592592597,0.3327,0.4061,82.99375,0.08490566037735849,0.06314206298181957
Manny Machado,592518,40,0.38972230469530467,0.488418021978022,1.2544276923076922,87.02142857142857,0.1,1.2207329816727532
Marcell Ozuna,542303,75,0.2940668739495798,0.313281746031746,0.6482440476190476,84.965,0.05333333333333334,0.10073596088130841
Mark Vientos,668901,69,0.29824503703703703,0.37298333333333333,0.5802458333333333,88.87058823529412,0.08695652173913043,0.33945364922857163
Masataka Yoshida,807799,73,0.36847537719416384,0.3363030400624603,0.5483142341287269,84.36774193548388,0.1095890410958904,0.46831057316154245
Mason McCoy,669200,27,0.34699914285714284,0.1945,0.377,79.64285714285714,0.037037037037037035,-0.217883768855672
Matt Chapman,656305,78,0.2729996470588235,0.31118181818181817,0.3651818181818182,80.6,0.05128205128205128,-0.30934902354392685
Matt McLain,680574,95,0.2216187619047619,0.316,0.4286,81.1875,0.042105263157894736,-0.4502418802425079
Matt Olson,621566,104,0.2905954688723974,0.31490584415584416,0.6099397611317253,85.17297297297297,0.0673076923076923,0.11329694303313148
Matt Shaw,807713,80,0.3076974770797963,0.4899415322580645,0.804453629032258,87.89,0.0875,0.6046249859251069
Mauricio Dubón,643289,77,0.1886497,0.17714285714285713,0.2105,76.1969696969697,0.025974025974025976,-1.0360758823436869
Max Kepler,596146,40,0.2502656343061347,0.2796182251340084,0.663582744831107,92.26666666666667,0.125,0.37200136766764774
Max Muncy,571970,36,0.017714285714285714,0.020999999999999998,0.052500000000000005,77.30909090909091,0.027777777777777776,-1.8366854746504502
Max Muncy,691777,26,0.2509281428571429,0.37366666666666665,0.4166666666666667,81.21666666666667,0.038461538461538464,-0.31816607218827253
Max Schuemann,680474,38,0.3333572258064516,0.22127016129032256,0.44751209677419357,88.8,0.10526315789473684,0.29259219143640186
Michael A. Taylor,572191,38,0.2883103557377049,0.2196042154566744,0.6017306791569086,80.28666666666666,0.10526315789473684,-0.00563163134187121
Michael Busch,683737,95,0.4585384042508396,0.36690137953014024,0.8351643651149433,85.32941176470588,0.09473684210526316,0.9914211603078362
Michael Conforto,624424,98,0.3608032822580645,0.3137645161290322,0.5745645161290323,79.89354838709677,0.04081632653061224,0.09186343719281626
Michael Harris II,671739,46,0.5693017481529331,0.39890655230841593,1.0261119835425887,82.5923076923077,0.17391304347826086,1.7086949283207213
Michael Helman,680737,60,0.173331,0.18113333333333334,0.22506666666666666,72.32,0.06666666666666667,-1.0603993032488144
Michael Massey,686681,51,0.3203225806451613,0.36008504398826974,0.525434017595308,86.70454545454545,0.11764705882352941,0.3996678753271077
Mickey Moniak,666160,45,0.41595624999999997,0.4757972222222222,0.8246847222222224,88.135,0.2,1.3455849710916046
Miguel Andujar,609280,77,0.23965,0.3163125,0.3805625,82.53529411764706,0.09090909090909091,-0.22741280483227944
Miguel Rojas,500743,66,0.2134705882352941,0.3229166666666667,0.38916666666666666,77.01304347826087,0.06060606060606061,-0.5644494026971374
Miguel Vargas,678246,108,0.39417877750206787,0.41714596774193546,0.6717025537634409,83.08076923076922,0.07407407407407407,0.5641729391093929
Mike Trout,545361,74,0.6317839081391422,0.56771926713948,1.7136163188112126,90.14,0.12162162162162163,2.6137205318654386
Mike Yastrzemski,573262,117,0.5658113251865772,0.45917407336291644,1.0003243129416926,86.41923076923078,0.07692307692307693,1.5353754022643769
Miles Mastrobuoni,670156,15,0.161,0.2595,0.26,71.025,0.0,-1.2601106096481982
Mitch Garver,641598,32,0.22875354545454546,0.250125,0.27625,85.96666666666667,0.125,-0.18737721557536394
Moisés Ballesteros,694208,39,0.27812475,0.4145714285714286,0.47400000000000003,89.86363636363636,0.10256410256410256,0.3087050015770698
Mookie Betts,605141,73,0.29856804545454546,0.3228222222222222,0.4243888888888889,83.82608695652173,0.0684931506849315,-0.019533961624532196
Myles Straw,664702,36,0.21868712499999998,0.21483333333333332,0.27299999999999996,72.34285714285714,0.027777777777777776,-0.9626323453244703
Nacho Alvarez Jr.,805373,72,0.17038217647058823,0.1751818181818182,0.2995151515151515,78.836,0.05555555555555555,-0.8669010841036245
Nasim Nuñez,683083,51,0.2645497,0.6463333333333333,0.8036666666666666,82.54285714285713,0.0392156862745098,0.27908240572641485
Nate Eaton,681987,18,0.2906029411764706,0.2517450980392157,0.6283627450980392,83.46666666666665,0.1111111111111111,0.16068054929870476
Nathan Church,701675,19,0.1055,0.2095,0.234,80.26,0.10526315789473684,-0.9096371270419257
Nathan Lukes,664770,79,0.337609249126485,0.27936106676342526,0.5905943396226415,85.69032258064516,0.12658227848101267,0.4349094535890363
Nathaniel Lowe,663993,94,0.3505293111888112,0.36027764976958526,0.5918213399503722,84.72857142857143,0.10638297872340426,0.45796690710035215
Nick Allen,669397,19,0.3446994,0.27425,0.315,91.7,0.10526315789473684,0.36867970525987787
Nick Castellanos,592206,71,0.2370831666666667,0.372,0.433,78.71538461538461,0.04225352112676056,-0.41744409681258027
Nick Fortes,663743,27,0.347312125,0.3678333333333333,0.42933333333333334,83.07000000000001,0.037037037037037035,0.06990876486330128
Nick Gonzales,693304,113,0.24372449538461538,0.2584776223776224,0.3503545454545455,81.7025,0.061946902654867256,-0.4005588943285283
Nick Kurtz,701762,94,0.4224964074967825,0.4032629619415334,0.988880170987314,92.98947368421052,0.0851063829787234,1.2009896587040265
Nick Sogard,686765,28,0.14100000000000001,0.23175,0.3315,73.73333333333333,0.03571428571428571,-1.1100776342455219
Nick Yorke,694377,78,0.22985561923076925,0.2566564102564103,0.33211282051282054,85.28275862068965,0.11538461538461539,-0.18886693227460408
Nico Hoerner,663538,111,0.3299710910138249,0.3612558651026393,0.5106796187683286,84.43809523809524,0.07207207207207207,0.21285438640750043
Noelvi Marte,682622,100,0.2324902097902098,0.3190171122994652,0.48029732620320864,81.43548387096774,0.05,-0.3410364636909132
Nolan Arenado,571448,45,0.29498084677419356,0.29754493087557604,0.512639400921659,82.93636363636364,0.13333333333333333,0.18801643981431262
Nolan Gorman,669357,63,0.17325,0.4338,0.5198,80.192,0.047619047619047616,-0.4638152229739651
Nolan Schanuel,694384,61,0.3722734665948275,0.32085579937304076,0.6870150862068966,81.9875,0.08196721311475409,0.4091805390666832
Oneil Cruz,665833,43,0.20295624999999992,0.22659642857142856,0.582594642857143,87.45714285714287,0.11627906976744186,-0.06381388074476319
Orlando Arcia,606115,11,0.3161656666666667,0.291,0.311,84.6,0.09090909090909091,0.027455925713715856
Oswald Peraza,672724,54,0.15979141666666666,0.20983333333333332,0.22983333333333333,81.48,0.037037037037037035,-0.9042442208311801
Otto Kemp,805249,42,0.39280268650861333,0.367704033771107,1.0880143058161351,82.60000000000001,0.07142857142857142,0.7894519939648141
Otto Lopez,672640,84,0.2625289351851852,0.2915284722222222,0.41647847222222223,83.94333333333334,0.10714285714285714,-0.05120426889945667
Parker Meadows,678009,81,0.22436529338842973,0.19812878787878788,0.3532171717171717,80.68125,0.037037037037037035,-0.6263895935801459
Patrick Bailey,672275,33,0.27575,0.319,0.37918181818181823,82.3529411764706,0.09090909090909091,-0.10625154849200122
Paul DeJong,657557,27,0.019666666666666666,0.029666666666666664,0.06833333333333333,84.3125,0.14814814814814814,-1.2245711947944868
Paul Goldschmidt,502671,51,0.1555187969924812,0.2022736842105263,0.3183210526315789,86.61818181818181,0.11764705882352941,-0.45680979361021223
Pedro Pagés,686780,34,0.029625000000000002,0.07275000000000001,0.0805,75.15,0.0,-1.8823684747764724
Pete Alonso,624413,103,0.3706000105361305,0.45159787296037296,1.021010576923077,91.16774193548386,0.11650485436893204,1.1312999293752755
Pete Crow-Armstrong,691718,73,0.4254081987891336,0.37707267622024654,0.8594852433727114,81.81818181818181,0.136986301369863,0.9332251748617391
Petey Halpin,690984,13,0.34249900000000005,0.16749999999999998,0.1805,68.325,0.0,-0.8454292547139579
Rafael Devers,646240,106,0.3384713021956856,0.2929123614732725,0.7046189292698828,85.48064516129033,0.08490566037735849,0.39225249485141617
Rafael Flores Jr.,804668,47,0.218227,0.3678,0.4058,84.00833333333334,0.0425531914893617,-0.3494115111831032
Rafael Marchán,665561,25,0.16171428571428573,0.22599999999999998,0.3024,83.4875,0.04,-0.7639428475316417
Ramón Laureano,657656,22,0.1756,0.21425,0.26875,73.325,0.045454545454545456,-1.0307615715899425
Ramón Urías,602104,53,0.36765699999999996,0.35146041666666666,0.60463125,84.75,0.11320754716981132,0.5410937884449488
Randal Grichuk,545341,43,0.41077690058479527,0.4702534670008354,0.9005456140350877,84.69444444444444,0.13953488372093023,1.0841951047382568
Randy Arozarena,668227,124,0.2505125408163265,0.3536619047619048,0.5159523809523809,83.07560975609756,0.0967741935483871,-0.0272522439440451
Reese McGuire,624512,17,0.215,0.28925,0.3305,80.95,0.0,-0.705998591770205
Rhys Hoskins,656555,10,0.0625,0.109,0.188,82.16666666666667,0.0,-1.455064442874975
Richie Palacios,680700,67,0.4267664666666667,0.5952,0.7105,78.72272727272728,0.04477611940298507,0.6370768094867432
Riley Adams,656180,40,0.063,0.353,0.358,84.375,0.1,-0.7416364457009305
Riley Greene,682985,77,0.3394035052373159,0.33046964737390266,0.8488333581312304,82.91538461538462,0.09090909090909091,0.47369450409496155
Rob Refsnyder,608701,20,0.0702857142857143,0.136,0.16175,81.91428571428571,0.05,-1.2725581207874626
Robert Hassell III,690987,41,0.13133333333333333,0.2262,0.3066,84.65714285714286,0.04878048780487805,-0.8040128998059157
Romy Gonzalez,663853,68,0.2587792352941176,0.3314233333333333,0.5191366666666667,85.88947368421053,0.08823529411764706,0.040107580750533146
Ronald Acuña Jr.,660670,93,0.4449124967532468,0.4184229079131652,1.055836887254902,87.58888888888889,0.0967741935483871,1.21763193610492
Ronny Mauricio,677595,48,0.2411994,0.26725,0.327,94.72222222222223,0.10416666666666667,0.0975022345069571
Rowdy Tellez,642133,52,0.4163301979988097,0.4651998056464811,1.4377820683306055,85.51176470588236,0.09615384615384616,1.3664944512843522
Royce Lewis,668904,67,0.20891304347826087,0.32025,0.371125,81.63333333333334,0.07462686567164178,-0.4153264126413234
Ryan Fitzgerald,680837,50,0.36734924747474745,0.2552670454545455,0.6509147727272727,80.46875,0.06,0.19600063864111406
Ryan Jeffers,680777,100,0.3122476611570248,0.3864484848484848,0.48219999999999996,84.65555555555555,0.06,0.12103276285398289
Ryan McMahon,641857,72,0.3067520625000001,0.3929214285714286,0.9629892857142857,77.72222222222223,0.027777777777777776,0.1427575668688328
Ryan Mountcastle,663624,47,0.3307350674603175,0.2618550264550265,0.6066629629629631,86.81904761904762,0.10638297872340426,0.3765860521425991
Ryan O'Hearn,656811,72,0.3144582714285714,0.31172190476190476,0.43916761904761903,78.57692307692308,0.09722222222222222,-0.026615113551431202
Ryan Ritter,690022,67,0.29410505882352944,0.32872727272727276,0.3986363636363636,83.73684210526316,0.07462686567164178,-0.03138362214773495
Sal Frelick,686217,61,0.1943125,0.242,0.28292307692307694,79.51428571428572,0.04918032786885246,-0.7385069277225614
Sal Stewart,701398,37,0.2252926829268293,0.26300406504065044,0.5539349593495936,84.84615384615384,0.10810810810810811,-0.07787693510427493
Salvador Perez,521692,95,0.29318813673212035,0.25333354410616704,0.5281867915690868,82.86551724137931,0.07368421052631578,-0.03612877298084616
Samuel Basallo,694212,59,0.1135052,0.05600000000000001,0.079,80.99375,0.03389830508474576,-1.328115088580148
Sebastián Rivero,665861,21,0.19033333333333333,0.19190476190476188,0.2763809523809524,82.14166666666667,0.14285714285714285,-0.42629990132997064
Seiya Suzuki,673548,93,0.3630602833899264,0.29296032605888206,0.7249412081535382,81.51666666666667,0.0967741935483871,0.41318903394440254
Shea Langeliers,669127,64,0.4180016469038208,0.39718333333333333,0.681766304347826,88.70769230769231,0.140625,1.0126209807981437
Shohei Ohtani,660271,90,0.42002567490783066,0.372922663494064,1.0649873896443587,88.05882352941177,0.12222222222222222,1.1930647117788453
Spencer Horwitz,687462,76,0.4143629196352376,0.38589592933947775,0.694276455026455,85.8851851851852,0.10526315789473684,0.8043587789641434
Spencer Steer,668715,118,0.3420857132867133,0.39477410468319557,0.6067878787878788,83.67647058823529,0.06779661016949153,0.315902592573776
Spencer Torkelson,679529,89,0.23811322727272727,0.3387,0.38120000000000004,82.71818181818182,0.033707865168539325,-0.3887805475888486
Starling Marte,516782,50,0.23704807692307694,0.2045340909090909,0.44429261363636363,84.44375,0.1,-0.2025713630022749
Steven Kwan,680757,85,0.2886040416666667,0.33819999999999995,0.39590000000000003,79.346875,0.03529411764705882,-0.2976406482156091
TJ Friedl,670770,122,0.34012554653679655,0.28637639553429023,0.4585039872408293,81.88,0.07377049180327869,0.07700293111673197
Taylor Trammell,666211,30,0.132062125,0.0746,0.09440000000000001,90.73333333333333,0.16666666666666666,-0.5306236231846821
Taylor Ward,621493,54,0.40849565948879557,0.34119707438530966,0.8459356053532525,85.42857142857143,0.12962962962962962,0.9168111462724167
Teoscar Hernández,606192,69,0.32489835244199694,0.3159944901848675,0.667028427672956,88.98695652173913,0.17391304347826086,0.7231163914150267
Thomas Saggese,695336,79,0.29398370927318296,0.49777192982456137,0.685546052631579,83.80416666666666,0.10126582278481013,0.40318873067823885
Tim Tawa,694374,80,0.18944940000000002,0.13325,0.1495,85.67692307692307,0.0625,-0.7203710360634115
Tommy Edman,669242,41,0.27614285714285713,0.3699090909090909,0.41763636363636364,84.84375,0.0975609756097561,0.060304230946913374
Tommy Pham,502054,85,0.39083266666666666,0.3644949494949495,0.7308350168350168,78.21923076923078,0.047058823529411764,0.3209816264489427
Trea Turner,607208,9,0.201,0.177,0.1825,89.26,0.1111111111111111,-0.360236590894027
Trent Grisham,663757,99,0.3733082828070175,0.3281850079744817,0.6352169059011165,82.61,0.06060606060606061,0.33299946965300387
Trevor Larnach,663616,50,0.15582307692307693,0.2774857142857143,0.4134285714285714,89.96363636363637,0.1,-0.28136385050218127
Trevor Story,596115,75,0.336811854338843,0.43392878787878786,0.7155125000000001,84.5206896551724,0.13333333333333333,0.6406103044788343
Trey Sweeney,700242,33,0.20374925000000002,0.06325,0.0765,74.72857142857143,0.0,-1.3019416614273822
Tristan Gray,656484,42,0.35113609090909087,0.40700000000000003,0.5121249999999999,85.4090909090909,0.07142857142857142,0.35306324342164336
Troy Johnston,687859,43,0.2811360909090909,0.3205,0.365125,84.53999999999999,0.06976744186046512,-0.09899007642805643
Tyler Heineman,623168,17,0.19832224999999998,0.0355,0.052,81.5,0.11764705882352941,-0.7907421447721843
Tyler O'Neill,641933,80,0.32560231168831166,0.3618909090909091,0.5364441558441558,86.9047619047619,0.0875,0.3377589352064459
Tyler Soderstrom,691016,72,0.3271063344947735,0.31279581881533103,0.6290627177700349,82.52799999999999,0.08333333333333333,0.22474614401909446
Tyler Stephenson,663886,70,0.3700120630053908,0.4081318227762803,0.949209105458221,86.13529411764705,0.08571428571428572,0.7958052497671885
Tyler Tolbert,686475,19,0.11100000000000002,0.17466666666666666,0.18433333333333335,83.33333333333333,0.05263157894736842,-1.0321431225275777
Tyrone Taylor,621438,40,0.2960833333333333,0.40149999999999997,0.44029999999999997,80.34117647058824,0.1,0.048236263066734654
Victor Caratini,605170,70,0.2885576083333333,0.26865972222222223,0.5492569444444446,78.99615384615385,0.04285714285714286,-0.2352518809883687
Victor Robles,645302,25,0.1490412857142857,0.171,0.184,73.05,0.0,-1.3720923453828382
Victor Scott II,687363,60,0.32526626666666664,0.4555,0.5435,79.44,0.03333333333333333,0.031471723144467945
Vinnie Pasquantino,686469,101,0.23465992637201508,0.24048727272727272,0.4781794965786902,84.07435897435897,0.07920792079207921,-0.23259817929819948
Vladimir Guerrero Jr.,665489,90,0.18800468269230766,0.23185067873303167,0.29023529411764704,84.4090909090909,0.1111111111111111,-0.4241710724151149
Warming Bernabel,682653,31,0.1269,0.16112500000000002,0.199,79.46666666666667,0.03225806451612903,-1.156255015575863
Wenceel Pérez,672761,103,0.3219572123076923,0.35656508875739645,0.5947795857988166,81.09333333333333,0.02912621359223301,0.00648789362478755
Weston Wilson,642215,41,0.2223497,0.236875,0.275375,77.46923076923078,0.0975609756097561,-0.5578867184120211
Will Benson,666181,38,0.2170057023809524,0.24183673469387754,0.3921224489795918,84.33333333333333,0.10526315789473684,-0.2635506215166886
Will Robertson,683770,27,0.15401000000000004,0.17705238095238096,0.35103333333333325,82.5875,0.07407407407407407,-0.7168081659522341
Will Wagner,695238,14,0.38112425,0.29333333333333333,0.34500000000000003,74.25,0.0,-0.3128112422640482
Willi Castro,650489,8,0.103,0.324,0.33,97.30000000000001,0.125,-0.18918154600210688
William Contreras,661388,28,0.1757142857142857,0.29775,0.434,81.91818181818182,0.10714285714285714,-0.39392093179560134
Willie MacIver,680862,34,0.249812125,0.2682,0.3048,87.52000000000001,0.08823529411764706,-0.14938839290999506
Willy Adames,642715,85,0.38366049053030304,0.33463151041666667,0.7074361979166667,84.40666666666667,0.08235294117647059,0.5472114897499839
Wilmer Flores,527038,20,0.2346,0.3866666666666667,0.517,85.03333333333333,0.15,0.1726701741656143
Wilyer Abreu,677800,58,0.21069427777777777,0.24523076923076925,0.2889230769230769,84.14736842105263,0.10344827586206896,-0.3668618072577081
Wyatt Langford,694671,8,0.11,0.096,0.1615,81.8,0.125,-0.9353057757742685
Xander Bogaerts,593428,67,0.41944506172839513,0.42575079365079366,0.8525988095238094,88.02272727272727,0.13432835820895522,1.1232178645063993
Xavier Edwards,669364,96,0.36067520000000003,0.35772745098039216,0.4749549019607843,79.29743589743589,0.052083333333333336,0.07679770164440435
Yainer Diaz,673237,77,0.3129010461760462,0.31893860877684405,0.6468607376283847,80.82727272727273,0.12987012987012986,0.29080440899921145
Yandy Díaz,650490,37,0.22029141666666666,0.2085,0.23959999999999998,89.24615384615385,0.13513513513513514,-0.15013426285907025
Yanquiel Fernández,692585,63,0.27454492753623183,0.42328019323671495,0.666024154589372,86.15238095238095,0.12698412698412698,0.40825389821451397
Yohel Pozo,650968,13,0.2225,0.3243333333333333,0.39633333333333337,78.78571428571429,0.07692307692307693,-0.42314854852481937
Yoán Moncada,660162,30,0.224280875,0.181015625,0.4935156249999999,82.77142857142857,0.06666666666666667,-0.38680190442497414
Zach Cole,805904,102,0.19975771253071253,0.2178891891891892,0.4756162162162162,75.01904761904763,0.0196078431372549,-0.8293639529627985
Zach McKinstry,656716,46,0.32897217346938773,0.37841071428571427,0.5061928571428571,79.78235294117647,0.06521739130434782,0.06260199331012845
