pitcher,pitcher_id,bf,xwoba_allowed,woba_allowed,xslg_allowed,avg_ev_allowed,hardhit_allowed_rate,k_rate,bb_rate,pitcher_score
Angel Chivilli,683409,30,0.6019218500797447,0.5444444444444445,1.141240131578947,93.21000000000001,0.2,0.03333333333333333,0.0,-2.017861297532327
Angel Zerpa,672582,24,0.33875,0.26875,0.5038571428571429,89.3625,0.125,0.041666666666666664,0.0,-0.45399615446287406
Anthony Banda,607455,30,0.06642857142857143,0.05,0.134,86.78,0.06666666666666667,0.1,0.03333333333333333,1.1196277255894713
Anthony Misiewicz,664948,15,0.6431656666666666,0.5333333333333333,0.7865,69.85,0.06666666666666667,0.0,0.06666666666666667,-1.4724081435281713
Anthony Molina,683627,33,0.4597517054686127,0.3409090909090909,0.8389598646034816,96.10909090909091,0.24242424242424243,0.06060606060606061,0.030303030303030304,-1.4518980389832938
Antonio Senzatela,622608,67,0.280299125,0.334375,0.3855,80.15357142857144,0.05970149253731343,0.05970149253731343,0.029850746268656716,0.19766111892063673
Aroldis Chapman,547973,32,0.19504761904761908,0.17857142857142858,0.4004,82.64285714285714,0.0625,0.0625,0.0,0.5073041150433282
Austin Pope,687166,36,0.3824996666666667,0.2777777777777778,0.5027142857142857,87.4923076923077,0.1111111111111111,0.027777777777777776,0.027777777777777776,-0.6710692881571335
Bailey Ober,641927,78,0.2651689000559911,0.13157894736842105,0.5473422156301145,82.0074074074074,0.08974358974358974,0.0641025641025641,0.01282051282051282,0.11268136130508959
Blake Snell,605483,96,0.26003127053140096,0.24130434782608695,0.4188104575163399,76.87058823529412,0.09375,0.052083333333333336,0.010416666666666666,0.24462128888986895
Blake Treinen,595014,41,0.2867724545454545,0.3090909090909091,0.4585714285714286,75.0875,0.07317073170731707,0.07317073170731707,0.024390243902439025,0.30079051580366006
Brad Keller,641745,39,0.23116633333333336,0.2777777777777778,0.3258,79.42727272727272,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.6004351032493874
Brad Lord,695418,174,0.37258654258475826,0.3821428571428572,0.721024540012239,84.93880597014925,0.11494252873563218,0.04597701149425287,0.017241379310344827,-0.5857828938555427
Bradgley Rodriguez,699134,42,0.15327744444444444,0.17777777777777778,0.27466666666666667,86.47,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9224680384269034
Bradley Blalock,687134,75,0.5102427407407407,0.425,0.7704739583333333,84.73333333333333,0.13333333333333333,0.013333333333333334,0.04,-1.3573264884749627
Brady Basso,669620,71,0.47206950284629984,0.5166666666666667,0.5968978494623656,82.1962962962963,0.09859154929577464,0.014084507042253521,0.07042253521126761,-1.0602137266423726
Brady Singer,663903,159,0.3664933275574169,0.42804878048780487,0.6331168925848525,80.4245283018868,0.08176100628930817,0.050314465408805034,0.025157232704402517,-0.33321258202235743
Brandon Eisert,685126,43,0.5367721818181818,0.6363636363636364,0.8904062500000001,89.25,0.09302325581395349,0.023255813953488372,0.046511627906976744,-1.4788687267841438
Brandon Pfaadt,694297,163,0.3029305470322361,0.35454545454545455,0.5148171318011256,87.24727272727273,0.12883435582822086,0.05521472392638037,0.018404907975460124,-0.2695537130677805
Brandon Sproat,687075,61,0.37773500000000004,0.365,0.4900145833333333,84.16153846153846,0.09836065573770492,0.03278688524590164,0.04918032786885246,-0.5676223136913628
Brandyn Garcia,805299,59,0.31046626666666666,0.2733333333333333,0.4163,84.425,0.0847457627118644,0.05084745762711865,0.03389830508474576,-0.13454170738155702
Brant Hurter,676428,35,0.11354545454545456,0.2772727272727273,0.21471428571428572,67.74285714285715,0.0,0.11428571428571428,0.0,1.6482878573504331
Braxton Ashcraft,677952,72,0.2655994242424243,0.39285714285714285,0.42030909090909085,82.45769230769231,0.08333333333333333,0.06944444444444445,0.013888888888888888,0.2129071702741821
Brayan Bello,678394,89,0.2598725652173913,0.3391304347826087,0.21386666666666668,85.21000000000001,0.10112359550561797,0.033707865168539325,0.056179775280898875,-0.05210585119104033
Braydon Fisher,680755,38,0.4032491,0.425,0.516,91.39999999999999,0.07894736842105263,0.05263157894736842,0.07894736842105263,-0.7451640721666553
Brendon Little,663893,42,0.2252994,0.13999999999999999,0.21460000000000004,80.78571428571429,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.5171227189615363
Brock Burke,656271,34,0.37177777777777776,0.4388888888888889,0.6011428571428572,83.57333333333332,0.11764705882352941,0.058823529411764705,0.0,-0.3827019525359055
Brooks Raley,548384,40,0.22600277777777777,0.09,0.7033805555555556,89.26153846153846,0.15,0.125,0.0,0.22000857872906915
Bruce Zimmermann,669145,89,0.3124010994794679,0.39999999999999997,0.4032923831317424,88.08125,0.12359550561797752,0.011235955056179775,0.02247191011235955,-0.4956970018228189
Bryan Abreu,650556,20,0.1668,0.15,0.24325,95.26,0.1,0.05,0.0,0.255599615274319
Bryan Baker,641329,55,0.2926660223325062,0.5384615384615384,0.6199717741935483,85.69,0.10909090909090909,0.07272727272727272,0.01818181818181818,-0.11475196420238573
Bryan King,687911,26,0.7379833795868024,0.7666666666666667,1.2950965155720011,92.52499999999999,0.23076923076923078,0.0,0.0,-2.809937308804715
Bryce Elder,693821,95,0.34101200772911294,0.3057692307692308,0.7950911609166457,85.68947368421053,0.11578947368421053,0.07368421052631578,0.0,-0.3446713788939343
Bryce Jarvis,686826,37,0.41321385714285713,0.40714285714285714,0.5848,78.98571428571428,0.05405405405405406,0.02702702702702703,0.02702702702702703,-0.5006150338289278
Bryce Miller,682243,152,0.34992621160974535,0.35487804878048784,0.5766106623137855,84.16029411764706,0.125,0.039473684210526314,0.019736842105263157,-0.47682014687452456
Bubba Chandler,696149,86,0.15680720092915215,0.22142857142857145,0.3258910569105691,81.16250000000001,0.05813953488372093,0.06976744186046512,0.0,0.7621995266469374
Cade Cavalli,676917,72,0.3071401813576494,0.4452380952380952,0.597952380952381,85.46363636363637,0.125,0.08333333333333333,0.013888888888888888,-0.11752786275642021
Cade Gibson,806188,53,0.30645758333333334,0.325,0.2934285714285715,77.26923076923077,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.04598923820277971
Cade Horton,690990,27,0.3570625,0.09,0.6656523437499999,91.84444444444445,0.1111111111111111,0.07407407407407407,0.0,-0.4508218135821041
Cade Povich,700249,99,0.3005182307692308,0.4269230769230769,0.43377799999999994,83.04736842105264,0.0707070707070707,0.04040404040404041,0.020202020202020204,-0.07037309997690622
Cade Smith,671922,25,0.1225,0.0,0.2394,80.45,0.04,0.12,0.0,1.2600169139464945
Caden Dana,702674,93,0.3055696775897976,0.3269230769230769,0.5863968921074184,78.84571428571428,0.10752688172043011,0.053763440860215055,0.010752688172043012,-0.0719607621407782
Caleb Ferguson,657571,51,0.16262475,0.05833333333333333,0.182625,75.63076923076923,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.8815706210950359
Caleb Thielbar,573204,43,0.509633081885856,0.5961538461538461,1.017087948028674,84.51538461538462,0.11627906976744186,0.06976744186046512,0.023255813953488372,-1.0981798234553664
Calvin Faucher,676534,35,0.3109281428571428,0.2285714285714286,0.6323333333333333,91.06666666666666,0.08571428571428572,0.08571428571428572,0.02857142857142857,-0.20072133708235243
Cam Booser,592155,32,0.5018078011351909,0.5599999999999999,0.8503936475174867,92.88181818181819,0.15625,0.0,0.03125,-1.657935710473294
Cam Schlittler,693645,97,0.26399557692307696,0.16346153846153846,0.522982142857143,83.01290322580645,0.05154639175257732,0.09278350515463918,0.030927835051546393,0.312291886810024
Camilo Doval,666808,14,0.0,0.0,0.5346390455034824,83.04431631537827,0.0,0.21428571428571427,0.0,2.0706392466011825
Carlos Estévez,608032,21,0.20457224999999998,0.175,0.17,86.60000000000001,0.0,0.09523809523809523,0.047619047619047616,0.7283647512145796
Carlos Rodriguez,692230,51,0.19377711111111112,0.25555555555555554,0.225,82.65625,0.058823529411764705,0.09803921568627451,0.0392156862745098,0.7166597948000413
Carlos Rodón,607074,82,0.45599657444117936,0.27708333333333335,0.8798513106458872,80.84827586206896,0.08536585365853659,0.06097560975609756,0.024390243902439025,-0.7344678124827714
Carlos Vargas,672841,49,0.24823076923076923,0.37307692307692303,0.4076000000000001,78.54545454545455,0.08163265306122448,0.061224489795918366,0.0,0.3579772300895035
Carmen Mlodzinski,669387,26,0.2598,0.15,0.3116,87.0,0.0,0.0,0.0,0.04686955471616027
Carson Ragsdale,685068,17,0.14616666666666667,0.15,0.26699999999999996,89.65,0.17647058823529413,0.11764705882352941,0.0,0.622273210254013
Carson Seymour,693313,43,0.16784970000000002,0.06999999999999999,0.2406,85.26,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.8355970192823569
Casey Legumina,668984,26,0.35994411111111113,0.2777777777777778,0.6416666666666667,93.24285714285715,0.11538461538461539,0.07692307692307693,0.038461538461538464,-0.5644552366275813
Casey Mize,663554,80,0.24815332584082583,0.26875,0.5690179716117216,82.51333333333334,0.1,0.1,0.0,0.3494755025114404
Chad Patrick,694477,76,0.3034029097222222,0.24375,0.8590044444444445,78.18095238095238,0.05263157894736842,0.10526315789473684,0.039473684210526314,0.1435707577379832
Charlie Morton,450203,23,0.4358677795698924,0.4166666666666667,0.789,83.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,-0.7032136034507245
Chase Burns,695505,63,0.23903208284023666,0.10769230769230768,0.6976153846153846,79.80588235294118,0.015873015873015872,0.1111111111111111,0.031746031746031744,0.555774878149416
Chase Shugart,663767,15,0.33256451612903226,0.0,1.2358145161290321,72.64,0.06666666666666667,0.13333333333333333,0.0,0.17132763435103288
Chase Silseth,681217,33,0.255286125,0.2,0.38175,81.175,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.4298416499189475
Chris Martin,455119,42,0.4369497,0.63,0.8073186813186812,81.77894736842104,0.047619047619047616,0.047619047619047616,0.023809523809523808,-0.630738686971422
Chris Murphy,669684,80,0.2439482342105263,0.195,0.301587044534413,82.75,0.0625,0.05,0.0375,0.2339308186677111
Chris Paddack,663978,104,0.40414675775692643,0.5291666666666667,0.7878145386316469,77.45882352941176,0.0673076923076923,0.04807692307692308,0.038461538461538464,-0.49164924558234646
Chris Roycroft,688297,67,0.26396524342105265,0.325,0.3112732793522267,80.96249999999999,0.04477611940298507,0.014925373134328358,0.029850746268656716,0.06876753370446773
Chris Sale,519242,96,0.2694367902097902,0.24318181818181817,0.6024265734265734,79.24838709677418,0.07291666666666667,0.09375,0.020833333333333332,0.3109414091047571
Clay Holmes,605280,92,0.22545964,0.15,0.21325,79.59677419354838,0.06521739130434782,0.021739130434782608,0.03260869565217391,0.266675189094159
Clayton Beeter,690925,31,0.23866566666666666,0.2333333333333333,0.05,78.36,0.0,0.0967741935483871,0.06451612903225806,0.8264611993876916
Clayton Kershaw,477132,109,0.19152070833333334,0.19375,0.3115625,85.94411764705882,0.08256880733944955,0.06422018348623854,0.009174311926605505,0.4352075589853846
Cody Laweryson,689520,18,0.27175,0.04,0.5793333333333334,69.34,0.0,0.1111111111111111,0.0,0.8518213910855369
Cole Ragans,666142,142,0.22097625114045616,0.2,0.6525283473389355,82.0,0.06338028169014084,0.1267605633802817,0.014084507042253521,0.6079843396231465
Cole Sands,663485,31,0.26275000000000004,0.0,0.3722857142857143,84.05833333333334,0.06451612903225806,0.03225806451612903,0.0,0.08948359610832338
Cole Sulser,642121,32,0.25783885714285715,0.09999999999999999,0.435875,78.96153846153847,0.09375,0.0625,0.03125,0.20396371162822302
Cole Winn,668390,32,0.153161125,0.2,0.1262,81.06153846153846,0.0625,0.0625,0.03125,0.7623475762147884
Colin Rea,607067,77,0.21262485,0.125,0.3799166666666667,81.91111111111111,0.09090909090909091,0.09090909090909091,0.012987012987012988,0.5300676682102027
Colin Selby,681882,39,0.2441787878787879,0.09,0.4673598484848486,82.46000000000001,0.10256410256410256,0.05128205128205128,0.0,0.14887764763445907
Colton Gordon,676467,68,0.20278453472222221,0.04375,0.3241805555555555,80.9448275862069,0.11764705882352941,0.04411764705882353,0.014705882352941176,0.2931262141159391
Connelly Early,813349,86,0.2342759214285714,0.215,0.503871875,81.22333333333333,0.05813953488372093,0.08139534883720931,0.011627906976744186,0.4324577288294206
Connor Brogdon,641401,63,0.31570726799242427,0.37692307692307697,0.9850732142857145,81.03333333333333,0.047619047619047616,0.07936507936507936,0.0,-0.06580240026563083
Connor Phillips,683175,59,0.19279912500000002,0.14375,0.3358333333333334,82.93333333333334,0.06779661016949153,0.13559322033898305,0.03389830508474576,0.8486400078926543
Craig Kimbrel,518886,16,0.014,0.0,0.061,78.86666666666666,0.0,0.125,0.0,1.8885730234580667
Cristian Javier,664299,77,0.2592299782051282,0.35750000000000004,0.44552051282051275,85.51363636363637,0.07792207792207792,0.05194805194805195,0.012987012987012988,0.07360971615362191
Cristopher Sánchez,650911,150,0.1712975476190476,0.13214285714285715,0.29818518518518516,79.05102040816327,0.03333333333333333,0.09333333333333334,0.006666666666666667,0.9457128897980867
DL Hall,669084,11,0.5809848484848483,0.725,0.9167348484848483,83.2,0.09090909090909091,0.0,0.0,-1.5231951827278933
Daniel Lynch IV,663738,30,0.0802857142857143,0.0,0.2155,83.43333333333334,0.0,0.1,0.0,1.3393872774619016
Daniel Palencia,694037,20,0.1524909090909091,0.0,0.4706666666666666,84.25714285714285,0.1,0.1,0.0,0.6939814537567511
Danny Coulombe,543056,41,0.33896029429429425,0.29444444444444445,0.4492342342342342,83.63333333333334,0.07317073170731707,0.024390243902439025,0.04878048780487805,-0.38487382699711925
Dauri Moreta,664294,20,0.48425,0.36,0.8376666666666667,81.7375,0.1,0.05,0.0,-0.8646955208633064
David Bednar,670280,59,0.1687495,0.19166666666666665,0.14279999999999998,82.64166666666667,0.03389830508474576,0.0847457627118644,0.03389830508474576,0.8480108821840731
David Morgan,688158,53,0.38790800000000003,0.36818181818181817,0.44725,89.27272727272727,0.05660377358490566,0.05660377358490566,0.07547169811320754,-0.524620846728149
David Peterson,656849,40,0.5491104444444445,0.5900000000000001,0.7262857142857142,76.13636363636364,0.075,0.025,0.05,-1.0985024411196598
David Robertson,502085,47,0.35099976923076925,0.4153846153846154,0.5493499999999999,75.98125,0.10638297872340426,0.0425531914893617,0.02127659574468085,-0.2280863692662063
Davis Martin,663436,89,0.31617485,0.3261904761904762,0.5137857142857143,84.00645161290322,0.0898876404494382,0.056179775280898875,0.02247191011235955,-0.15459647614422733
Dean Kremer,665152,115,0.20263016931216932,0.11851851851851852,0.29009774436090224,78.01578947368421,0.017391304347826087,0.05217391304347826,0.017391304347826087,0.65381353192381
Dennis Santana,642701,68,0.30308825210084034,0.3058823529411765,0.5840053571428572,79.82916666666667,0.04411764705882353,0.07352941176470588,0.029411764705882353,0.13098467794242846
Devin Williams,642207,52,0.32587475000000005,0.20833333333333334,0.45577777777777784,76.5625,0.038461538461538464,0.038461538461538464,0.019230769230769232,0.041783280508594235
Dietrich Enns,608650,28,0.135625,0.26875,0.27880000000000005,83.0909090909091,0.03571428571428571,0.10714285714285714,0.0,1.0754555248730073
Drew Pomeranz,519141,39,0.1659497,0.16,0.26725,80.20769230769231,0.02564102564102564,0.1282051282051282,0.02564102564102564,1.118696691352158
Drew Rasmussen,656876,57,0.25188127272727273,0.37083333333333335,0.31816666666666665,86.27058823529411,0.10526315789473684,0.05263157894736842,0.03508771929824561,0.038004226887692935
Dylan Cease,656302,100,0.2671815454545455,0.3652173913043478,0.4402307692307692,80.36296296296297,0.04,0.08,0.02,0.38905901842729873
Dylan Dodd,689266,13,0.29175,0.0,0.33399999999999996,78.94285714285715,0.15384615384615385,0.0,0.0,-0.26569818360894365
Dylan Lee,669276,16,0.29148484848484835,0.5,1.1324696969696966,82.28,0.0625,0.125,0.0,0.12190010087854697
Edgardo Henriquez,683618,34,0.41582636278195484,0.4222222222222222,1.2026593984962406,85.8,0.14705882352941177,0.08823529411764706,0.0,-0.8236245740208036
Eduard Bazardo,660825,59,0.40332075,0.5045454545454545,0.7586294642857142,82.69047619047619,0.0847457627118644,0.05084745762711865,0.01694915254237288,-0.5632826107638896
Eduardo Rodriguez,593958,95,0.37477052327485383,0.39,0.8071426250812215,86.596875,0.15789473684210525,0.06315789473684211,0.010526315789473684,-0.6702161462779233
Edward Cabrera,665795,148,0.34074456760405786,0.3526315789473684,0.6250055937346499,88.26976744186047,0.10810810810810811,0.06756756756756757,0.04054054054054054,-0.4184098530988744
Edwin Díaz,621242,71,0.22178625578652517,0.08421052631578947,0.5349854851031322,87.11200000000001,0.1267605633802817,0.09859154929577464,0.014084507042253521,0.25257556753307153
Edwin Uceta,670955,46,0.2943696332288401,0.3590909090909091,0.6696433497536944,84.87058823529412,0.08695652173913043,0.06521739130434782,0.021739130434782608,-0.12630055953433808
Elvis Alvarado,665660,68,0.15592814285714285,0.25357142857142856,0.149,83.875,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.6715906566937939
Emerson Hancock,676106,51,0.27417678571428566,0.1285714285714286,0.8208803571428573,85.20666666666666,0.058823529411764705,0.13725490196078433,0.0,0.36362081492905246
Emilio Pagán,641941,58,0.2245024,0.15333333333333332,0.291675,82.46521739130435,0.10344827586206896,0.05172413793103448,0.034482758620689655,0.23119090795158803
Emmet Sheehan,686218,22,0.2246,0.36,0.754,77.44000000000001,0.045454545454545456,0.13636363636363635,0.0,0.7686671762339535
Enyel De Los Santos,660853,49,0.3069997692307692,0.39999999999999997,0.5454722222222222,76.37857142857142,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.2879754900072529
Eric Lauer,641778,55,0.18807692307692306,0.0,0.32389999999999997,86.62941176470588,0.07272727272727272,0.05454545454545454,0.0,0.4178768081777378
Erick Fedde,607200,33,0.26434640522875813,0.2222222222222222,0.4728403361344538,83.35833333333333,0.12121212121212122,0.06060606060606061,0.0,0.06296701067450547
Erik Sabrowski,681870,38,0.15212889999999998,0.16,0.5555,78.02857142857144,0.05263157894736842,0.18421052631578946,0.02631578947368421,1.294529573461034
Eury Pérez,691587,100,0.28915110606060607,0.2840909090909091,0.9040781250000001,81.56363636363636,0.05,0.11,0.03,0.14801019568904888
Fernando Cruz,518585,43,0.44932980555555563,0.325,0.5237925925925926,80.39999999999999,0.09302325581395349,0.0,0.06976744186046512,-0.9641831472049329
Framber Valdez,664285,92,0.24837122857142857,0.3233333333333333,0.45558531746031744,87.55714285714285,0.09782608695652174,0.10869565217391304,0.021739130434782608,0.30093112881347694
Fraser Ellard,686642,35,0.34791516666666666,0.3499999999999999,0.017,82.575,0.0,0.05714285714285714,0.08571428571428572,0.11025912923065098
Freddy Peralta,642547,44,0.3655666666666667,0.46111111111111114,0.8954611111111112,85.90666666666667,0.09090909090909091,0.06818181818181818,0.0,-0.4594650206346815
Gabe Speier,642100,43,0.33762337662337655,0.34545454545454546,0.9982261904761905,86.13333333333333,0.09302325581395349,0.11627906976744186,0.0,-0.16812410419060603
Garrett Cleavinger,664076,19,0.35577000000000003,0.3625,0.9767279999999999,90.2875,0.15789473684210525,0.15789473684210525,0.0,-0.23859029057149955
Garrett Crochet,676979,100,0.1628846153846154,0.11730769230769231,0.2642,82.47105263157896,0.04,0.06,0.0,0.7365976242831679
Garrett Whitlock,676477,24,0.019333333333333334,0.0,0.153,74.45714285714287,0.041666666666666664,0.20833333333333334,0.0,2.2706387352040833
Gavin Williams,668909,89,0.2539019781957173,0.2956521739130435,0.852529489029489,83.67894736842106,0.033707865168539325,0.1348314606741573,0.02247191011235955,0.4429354942799981
George Kirby,669923,85,0.21104935639097744,0.27749999999999997,0.6127591635338346,83.72999999999999,0.047058823529411764,0.11764705882352941,0.023529411764705882,0.592851895970288
George Soriano,666277,46,0.4026358181818182,0.3727272727272727,0.5184285714285715,80.75714285714285,0.06521739130434782,0.043478260869565216,0.043478260869565216,-0.4430179335327138
Germán Márquez,608566,92,0.4815941098484848,0.4795454545454545,0.7753407800878972,84.94444444444444,0.09782608695652174,0.010869565217391304,0.043478260869565216,-1.2029907523073933
Gordon Graceffo,700669,31,0.3614161666666667,0.8916666666666666,0.496,80.6625,0.06451612903225806,0.03225806451612903,0.03225806451612903,-0.31963613491656384
Graham Ashcraft,668933,40,0.15646476223776223,0.17727272727272728,0.23481318681318683,82.20769230769231,0.05,0.075,0.025,0.7788969681679795
Grant Anderson,681982,26,0.4140905923344948,0.41428571428571426,0.8559219512195122,79.49,0.07692307692307693,0.07692307692307693,0.0,-0.3824530797789451
Grant Taylor,691799,29,0.39731944444444445,0.3375,0.9940888888888889,95.6375,0.20689655172413793,0.10344827586206896,0.0,-0.9220067230095775
Grant Wolfram,664991,31,0.5042542857142858,0.5285714285714286,0.3,83.11666666666666,0.06451612903225806,0.0,0.12903225806451613,-1.1626170996397658
Greg Weissert,669711,43,0.19272188888888891,0.17777777777777778,0.23716666666666666,82.85882352941177,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.5516640652036552
Gregory Soto,642397,61,0.4640192666666667,0.471875,0.8261590909090909,79.50454545454545,0.06557377049180328,0.04918032786885246,0.01639344262295082,-0.7008968997703062
Griffin Jax,643377,21,0.4583567142857143,0.2285714285714286,0.5258333333333333,85.77777777777777,0.14285714285714285,0.0,0.047619047619047616,-1.1810249504008816
Génesis Cabrera,650893,44,0.3700172931195518,0.34444444444444444,0.9982095267745955,82.7909090909091,0.09090909090909091,0.06818181818181818,0.045454545454545456,-0.570731877593692
Hoby Milner,571948,58,0.42928582683982686,0.43571428571428567,0.8134236111111111,75.155,0.06896551724137931,0.05172413793103448,0.034482758620689655,-0.5161185943121254
Hogan Harris,663687,56,0.19813333333333333,0.12000000000000001,0.34336363636363637,84.04736842105264,0.05357142857142857,0.07142857142857142,0.0,0.5670566124021297
Huascar Brazobán,623211,60,0.24195,0.2,0.4087309523809524,81.84074074074073,0.11666666666666667,0.06666666666666667,0.0,0.25237981988417496
Hunter Barco,682995,45,0.3258650793650794,0.25416666666666665,0.6233227513227513,84.68125,0.1111111111111111,0.06666666666666667,0.0,-0.20311678709302983
Hunter Brown,686613,86,0.24082582608695652,0.32608695652173914,0.337125,79.13913043478261,0.046511627906976744,0.05813953488372093,0.023255813953488372,0.4209235046547185
Hunter Gaddis,683769,43,0.2242727272727273,0.24545454545454548,0.75725,85.225,0.046511627906976744,0.16279069767441862,0.0,0.7380983355496853
Hunter Greene,668881,96,0.2722206868686869,0.30217391304347824,0.5066431623931623,85.91290322580646,0.08333333333333333,0.07291666666666667,0.020833333333333332,0.06913799079257836
Hunter Stratton,676702,21,0.24012425,0.175,0.293,82.81666666666668,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.508020324375921
Hurston Waldrep,694462,91,0.33763952,0.29423076923076924,0.4303125,86.52307692307691,0.12087912087912088,0.054945054945054944,0.04395604395604396,-0.36974080635028944
Ian Seymour,693855,168,0.40113169497911605,0.425,0.7206663476874002,78.70545454545454,0.05952380952380952,0.05357142857142857,0.02976190476190476,-0.4026414948461809
Isaac Mattson,676755,42,0.45160353787878793,0.4791666666666667,0.6237322314049588,86.44736842105263,0.11904761904761904,0.0,0.023809523809523808,-1.1127965602883911
J.P. France,641585,58,0.23397713095238096,0.23750000000000002,0.5158095238095238,82.94166666666666,0.06896551724137931,0.08620689655172414,0.017241379310344827,0.37611103939621465
J.T. Ginn,669372,81,0.3202752380952381,0.4238095238095238,0.394,77.456,0.07407407407407407,0.04938271604938271,0.04938271604938271,-0.022039896927643812
JP Sears,676664,113,0.33246546581196584,0.37884615384615383,0.488953216374269,85.275,0.11504424778761062,0.035398230088495575,0.02654867256637168,-0.40775929495440805
JT Brubaker,664141,68,0.34125397134238306,0.2735294117647059,0.6025975783475783,86.39500000000001,0.08823529411764706,0.058823529411764705,0.014705882352941176,-0.30530640056055297
Jack Dreyer,676263,46,0.5082952821869489,0.315,1.0914319315843621,83.7909090909091,0.08695652173913043,0.043478260869565216,0.043478260869565216,-1.239553138520607
Jack Flaherty,656427,83,0.32189137737961926,0.37894736842105264,0.6705515548281505,81.21935483870968,0.0963855421686747,0.07228915662650602,0.0,-0.07347384438270926
Jack Leiter,683004,101,0.2664571364935065,0.22884615384615387,0.6696958062770563,82.15172413793104,0.0891089108910891,0.09900990099009901,0.009900990099009901,0.2363188127898273
Jackson Rutledge,671131,30,0.2650178571428571,0.3625,0.48588520408163255,78.8625,0.1,0.03333333333333333,0.0,0.05463041452420444
Jacob Latz,656641,81,0.37246955624355005,0.33157894736842103,0.7624600301659125,81.07931034482759,0.07407407407407407,0.07407407407407407,0.0,-0.23170227216166606
Jacob Misiorowski,694819,58,0.3583035034965035,0.3692307692307692,0.5362857142857143,81.02666666666667,0.034482758620689655,0.05172413793103448,0.05172413793103448,-0.2076419670916852
Jacob Webb,657097,60,0.1791109236111111,0.04375,0.33929012345679016,82.96923076923076,0.05,0.1,0.016666666666666666,0.782795185128882
Jacob deGrom,594798,74,0.36071181708014777,0.2,1.2021606432360743,86.075,0.10810810810810811,0.10810810810810811,0.013513513513513514,-0.4708392197040638
Jaden Hill,677955,55,0.2618567142857143,0.16428571428571428,0.371125,83.98421052631579,0.07272727272727272,0.07272727272727272,0.03636363636363636,0.20898937400252163
Jake Irvin,663623,73,0.34946565853563644,0.36041666666666666,0.7084624320316362,83.01923076923077,0.1095890410958904,0.0821917808219178,0.0136986301369863,-0.23888886469166234
Jakob Junis,596001,41,0.26345454545454544,0.4090909090909091,0.43062500000000004,79.85000000000001,0.07317073170731707,0.07317073170731707,0.0,0.34954530134221085
Jalen Beeks,656222,18,0.5231866666666666,0.4,1.685256530214425,90.77142857142857,0.16666666666666666,0.1111111111111111,0.0,-1.489386053256744
Jameson Taillon,592791,83,0.22518154545454544,0.23636363636363636,0.3780833333333333,78.96923076923076,0.04819277108433735,0.0963855421686747,0.024096385542168676,0.6580716751130298
Janson Junk,676083,61,0.2811578947368421,0.23684210526315788,0.44133333333333336,83.13548387096773,0.11475409836065574,0.06557377049180328,0.0,0.06984585829863826
Jared Koenig,657649,28,0.07314285714285715,0.1285714285714286,0.11599999999999999,76.47142857142856,0.0,0.07142857142857142,0.0,1.4161929733152858
Jason Alexander,669920,56,0.38010670061728397,0.33888888888888885,0.717244123931624,86.04761904761905,0.10714285714285714,0.07142857142857142,0.017857142857142856,-0.4782569833543671
Javier Assad,665871,79,0.2629987894736842,0.23421052631578948,0.4939633333333333,80.44999999999999,0.10126582278481013,0.0759493670886076,0.012658227848101266,0.221028412888419
Javier Sanoja,691594,16,0.20062425,0.4,0.046000000000000006,88.58571428571429,0.1875,0.0,0.0625,-0.2353614737921566
Jayden Murray,681151,65,0.31538855555555556,0.37777777777777777,0.4249230769230769,82.71304347826087,0.09230769230769231,0.046153846153846156,0.03076923076923077,-0.1547232645428659
Jeff Hoffman,656546,48,0.29779818181818185,0.33636363636363636,0.09866666666666667,80.11666666666666,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.0002486318560303846
Jeffrey Springs,605488,80,0.1809997,0.205,0.1958666666666667,85.384,0.075,0.0375,0.025,0.3822717003399382
Jeremiah Estrada,669093,43,0.25480078125000005,0.3625,0.6474375,84.10588235294118,0.06976744186046512,0.06976744186046512,0.0,0.156250650937366
Jesse Scholtens,669947,92,0.249464012987013,0.2772727272727273,0.5767380952380953,81.9,0.07608695652173914,0.09782608695652174,0.021739130434782608,0.34784661429490604
Jesús Luzardo,666200,103,0.10408695652173912,0.11739130434782609,0.22392307692307692,81.67666666666668,0.02912621359223301,0.0970873786407767,0.0,1.2061252082859852
Jhoan Duran,661395,36,0.23230000000000003,0.47000000000000003,0.5324642857142858,86.45,0.08333333333333333,0.08333333333333333,0.0,0.28659578090821203
Jimmy Herget,623474,49,0.16799945454545454,0.12727272727272726,0.17825,83.10000000000001,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.7846540353638454
JoJo Romero,668941,14,0.249,0.4166666666666667,0.481,88.39999999999999,0.07142857142857142,0.07142857142857142,0.0,0.17822567590131283
